API,year,month,oil
A_30015423710000,2015,APR,2486
A_30015423710000,2015,MAY,6969
A_30015423710000,2015,JUN,7861
A_30015423710000,2015,JUL,7516
A_30015423710000,2015,AUG,3156
A_30015423710000,2015,SEP,2154
A_30015423710000,2015,OCT,3649
A_30015423710000,2015,NOV,2787
A_30015423710000,2015,DEC,2217
A_30015423710000,2016,JAN,1194
A_30015423710000,2016,FEB,1962
A_30015423710000,2016,MAR,2575
A_30015423710000,2016,APR,1658
A_30015423710000,2016,MAY,1520
A_30015423710000,2016,JUN,1252
A_30015423710000,2016,JUL,1472
A_30015423710000,2016,AUG,1244
A_30015423710000,2016,SEP,1034
A_30015423710000,2016,OCT,1058
A_30015423710000,2016,NOV,712
A_30015423710000,2016,DEC,607
A_30015423710000,2017,JAN,821
A_30015423710000,2017,FEB,877
A_30015423710000,2017,MAR,778
A_30015423710000,2017,APR,303
A_30015423710000,2017,MAY,689
A_30015423710000,2017,JUN,565
A_30015423710000,2017,JUL,638
A_30015423710000,2017,AUG,667
A_30015423710000,2017,SEP,512
A_30015423710000,2017,OCT,436
A_30015423710000,2017,NOV,291
A_30015423710000,2017,DEC,580
A_30015423710000,2018,JAN,433
A_30015423710000,2018,FEB,407
A_30015423710000,2018,MAR,309
A_30015423710000,2018,APR,151
A_30015423710000,2018,MAY,85
A_30015423850000,2015,MAY,12581
A_30015423850000,2015,JUN,31575
A_30015423850000,2015,JUL,30854
A_30015423850000,2015,AUG,11763
A_30015423850000,2015,SEP,22593
A_30015423850000,2015,OCT,20776
A_30015423850000,2015,NOV,18748
A_30015423850000,2015,DEC,14392
A_30015423850000,2016,JAN,8195
A_30015423850000,2016,FEB,13349
A_30015423850000,2016,MAR,13626
A_30015423850000,2016,APR,12761
A_30015423850000,2016,MAY,11526
A_30015423850000,2016,JUN,10098
A_30015423850000,2016,JUL,9031
A_30015423850000,2016,AUG,8809
A_30015423850000,2016,SEP,8023
A_30015423850000,2016,OCT,7725
A_30015423850000,2016,NOV,6547
A_30015423850000,2016,DEC,3235
A_30015423850000,2017,JAN,5714
A_30015423850000,2017,FEB,6111
A_30015423850000,2017,MAR,6215
A_30015423850000,2017,APR,5020
A_30015423850000,2017,MAY,4753
A_30015423850000,2017,JUN,4745
A_30015423850000,2017,JUL,4870
A_30015423850000,2017,AUG,4528
A_30015423850000,2017,SEP,4315
A_30015423850000,2017,OCT,4319
A_30015423850000,2017,NOV,4118
A_30015423850000,2017,DEC,3908
A_30015423850000,2018,JAN,4126
A_30015423850000,2018,FEB,3397
A_30015423850000,2018,MAR,3724
A_30015423850000,2018,APR,4116
A_30015423850000,2018,MAY,4705
A_30015423860000,2015,MAY,7425
A_30015423860000,2015,JUN,23626
A_30015423860000,2015,JUL,22927
A_30015423860000,2015,AUG,10581
A_30015423860000,2015,SEP,26927
A_30015423860000,2015,OCT,26637
A_30015423860000,2015,NOV,23004
A_30015423860000,2015,DEC,16654
A_30015423860000,2016,JAN,9379
A_30015423860000,2016,FEB,15120
A_30015423860000,2016,MAR,16013
A_30015423860000,2016,APR,12476
A_30015423860000,2016,MAY,11615
A_30015423860000,2016,JUN,9735
A_30015423860000,2016,JUL,7629
A_30015423860000,2016,AUG,9631
A_30015423860000,2016,SEP,8341
A_30015423860000,2016,OCT,7559
A_30015423860000,2016,NOV,6965
A_30015423860000,2016,DEC,6901
A_30015423860000,2017,JAN,7074
A_30015423860000,2017,FEB,5838
A_30015423860000,2017,MAR,6124
A_30015423860000,2017,APR,6206
A_30015423860000,2017,MAY,5472
A_30015423860000,2017,JUN,5716
A_30015423860000,2017,JUL,4306
A_30015423860000,2017,AUG,5543
A_30015423860000,2017,SEP,6564
A_30015423860000,2017,OCT,5846
A_30015423860000,2017,NOV,5281
A_30015423860000,2017,DEC,4947
A_30015423860000,2018,JAN,5146
A_30015423860000,2018,FEB,4044
A_30015423860000,2018,MAR,4204
A_30015423860000,2018,APR,3951
A_30015423860000,2018,MAY,3421
A_30015423870000,2017,JUL,814
A_30015423870000,2017,AUG,34
A_30015423870000,2017,SEP,255
A_30015423870000,2017,OCT,216
A_30015423870000,2017,NOV,215
A_30015423870000,2017,DEC,188
A_30015423870000,2018,JAN,212
A_30015423870000,2018,FEB,350
A_30015423870000,2018,MAR,267
A_30015423870000,2018,APR,298
A_30015423870000,2018,MAY,128
A_30015423910000,2015,APR,0
A_30015423910000,2015,MAY,8585
A_30015423910000,2015,JUN,9953
A_30015423910000,2015,JUL,10697
A_30015423910000,2015,AUG,8978
A_30015423910000,2015,SEP,7960
A_30015423910000,2015,OCT,7836
A_30015423910000,2015,NOV,6717
A_30015423910000,2015,DEC,5887
A_30015423910000,2016,JAN,6509
A_30015423910000,2016,FEB,5608
A_30015423910000,2016,MAR,5492
A_30015423910000,2016,APR,5096
A_30015423910000,2016,MAY,4951
A_30015423910000,2016,JUN,4264
A_30015423910000,2016,JUL,4143
A_30015423910000,2016,AUG,4166
A_30015423910000,2016,SEP,3610
A_30015423910000,2016,OCT,3582
A_30015423910000,2016,NOV,3614
A_30015423910000,2016,DEC,3319
A_30015423910000,2017,JAN,3290
A_30015423910000,2017,FEB,2943
A_30015423910000,2017,MAR,3047
A_30015423910000,2017,APR,1919
A_30015423910000,2017,MAY,2897
A_30015423910000,2017,JUN,2799
A_30015423910000,2017,JUL,2805
A_30015423910000,2017,AUG,2478
A_30015423910000,2017,SEP,2711
A_30015423910000,2017,OCT,2655
A_30015423910000,2017,NOV,2367
A_30015423910000,2017,DEC,2261
A_30015423910000,2018,JAN,2348
A_30015423910000,2018,FEB,2030
A_30015423910000,2018,MAR,1880
A_30015423910000,2018,APR,1892
A_30015423910000,2018,MAY,1592
A_30015424040000,2015,FEB,17
A_30015424040000,2015,MAR,5074
A_30015424040000,2015,APR,7681
A_30015424040000,2015,MAY,4678
A_30015424040000,2015,JUN,3492
A_30015424040000,2015,JUL,2902
A_30015424040000,2015,AUG,2984
A_30015424040000,2015,SEP,2845
A_30015424040000,2015,OCT,1827
A_30015424040000,2015,NOV,1223
A_30015424040000,2015,DEC,1576
A_30015424040000,2016,JAN,389
A_30015424040000,2016,FEB,1619
A_30015424040000,2016,MAR,1362
A_30015424040000,2016,APR,1295
A_30015424040000,2016,MAY,675
A_30015424040000,2016,JUN,1719
A_30015424040000,2016,JUL,2650
A_30015424040000,2016,AUG,2633
A_30015424040000,2016,SEP,2391
A_30015424040000,2016,OCT,2258
A_30015424040000,2016,NOV,1983
A_30015424040000,2016,DEC,1726
A_30015424040000,2017,JAN,1715
A_30015424040000,2017,FEB,1487
A_30015424040000,2017,MAR,1558
A_30015424040000,2017,APR,1395
A_30015424040000,2017,MAY,1347
A_30015424040000,2017,JUN,1243
A_30015424040000,2017,JUL,1253
A_30015424040000,2017,AUG,1194
A_30015424040000,2017,SEP,1098
A_30015424040000,2017,OCT,1123
A_30015424040000,2017,NOV,955
A_30015424040000,2017,DEC,1043
A_30015424040000,2018,JAN,1022
A_30015424040000,2018,FEB,898
A_30015424040000,2018,MAR,961
A_30015424040000,2018,APR,896
A_30015424040000,2018,MAY,806
A_30015424070000,2015,AUG,3373
A_30015424070000,2015,SEP,13022
A_30015424070000,2015,OCT,11845
A_30015424070000,2015,NOV,11043
A_30015424070000,2015,DEC,8672
A_30015424070000,2016,JAN,6855
A_30015424070000,2016,FEB,7711
A_30015424070000,2016,MAR,7638
A_30015424070000,2016,APR,6732
A_30015424070000,2016,MAY,6567
A_30015424070000,2016,JUN,5978
A_30015424070000,2016,JUL,6475
A_30015424070000,2016,AUG,6176
A_30015424070000,2016,SEP,5585
A_30015424070000,2016,OCT,6966
A_30015424070000,2016,NOV,6356
A_30015424070000,2016,DEC,5084
A_30015424070000,2017,JAN,6232
A_30015424110000,2017,JUN,1204
A_30015424110000,2017,JUL,910
A_30015424110000,2017,AUG,566
A_30015424110000,2017,SEP,282
A_30015424110000,2017,OCT,247
A_30015424110000,2017,NOV,478
A_30015424110000,2017,DEC,312
A_30015424110000,2018,JAN,414
A_30015424110000,2018,FEB,403
A_30015424110000,2018,MAR,22
A_30015424110000,2018,APR,341
A_30015424110000,2018,MAY,380
A_30015424120000,2015,AUG,0
A_30015424120000,2015,SEP,3084
A_30015424120000,2015,OCT,7918
A_30015424120000,2015,NOV,3966
A_30015424120000,2015,DEC,2411
A_30015424120000,2016,JAN,2937
A_30015424120000,2016,FEB,1679
A_30015424120000,2016,MAR,1109
A_30015424120000,2016,APR,1287
A_30015424120000,2016,MAY,1422
A_30015424120000,2016,JUN,1219
A_30015424120000,2016,JUL,1189
A_30015424120000,2016,AUG,1095
A_30015424120000,2016,SEP,1340
A_30015424120000,2016,OCT,1398
A_30015424120000,2016,NOV,1021
A_30015424120000,2016,DEC,1132
A_30015424120000,2017,JAN,500
A_30015424120000,2017,FEB,981
A_30015424120000,2017,MAR,945
A_30015424120000,2017,APR,1000
A_30015424120000,2017,MAY,907
A_30015424120000,2017,JUN,907
A_30015424120000,2017,JUL,661
A_30015424120000,2017,AUG,309
A_30015424120000,2017,SEP,330
A_30015424120000,2017,OCT,883
A_30015424120000,2017,NOV,1050
A_30015424120000,2017,DEC,317
A_30015424120000,2018,JAN,927
A_30015424120000,2018,FEB,1040
A_30015424120000,2018,MAR,918
A_30015424120000,2018,APR,847
A_30015424120000,2018,MAY,843
A_30015424140000,2015,JAN,3735
A_30015424140000,2015,FEB,22948
A_30015424140000,2015,MAR,19517
A_30015424140000,2015,APR,18667
A_30015424140000,2015,MAY,10512
A_30015424140000,2015,JUN,5026
A_30015424140000,2015,JUL,969
A_30015424140000,2015,AUG,21019
A_30015424140000,2015,SEP,16793
A_30015424140000,2015,OCT,14609
A_30015424140000,2015,NOV,13068
A_30015424140000,2015,DEC,8190
A_30015424140000,2016,JAN,5742
A_30015424140000,2016,FEB,9180
A_30015424140000,2016,MAR,6598
A_30015424140000,2016,APR,6696
A_30015424140000,2016,MAY,7281
A_30015424140000,2016,JUN,5880
A_30015424140000,2016,JUL,5070
A_30015424140000,2016,AUG,4902
A_30015424140000,2016,SEP,4662
A_30015424140000,2016,OCT,4220
A_30015424140000,2016,NOV,4365
A_30015424140000,2016,DEC,4412
A_30015424140000,2017,JAN,3997
A_30015424140000,2017,FEB,3609
A_30015424140000,2017,MAR,3161
A_30015424140000,2017,APR,2412
A_30015424140000,2017,MAY,4054
A_30015424140000,2017,JUN,3160
A_30015424140000,2017,JUL,3114
A_30015424140000,2017,AUG,3269
A_30015424140000,2017,SEP,1530
A_30015424140000,2017,OCT,2232
A_30015424140000,2017,NOV,2698
A_30015424140000,2017,DEC,2674
A_30015424140000,2018,JAN,1015
A_30015424140000,2018,FEB,2624
A_30015424140000,2018,MAR,2940
A_30015424140000,2018,APR,2940
A_30015424140000,2018,MAY,2785
A_30015424150000,2015,JAN,4593
A_30015424150000,2015,FEB,18794
A_30015424150000,2015,MAR,23174
A_30015424150000,2015,APR,19302
A_30015424150000,2015,JUN,569
A_30015424150000,2015,JUL,840
A_30015424150000,2015,AUG,21302
A_30015424150000,2015,SEP,18222
A_30015424150000,2015,OCT,18385
A_30015424150000,2015,NOV,14469
A_30015424150000,2015,DEC,10096
A_30015424150000,2016,JAN,10476
A_30015424150000,2016,FEB,11666
A_30015424150000,2016,MAR,8207
A_30015424150000,2016,APR,6379
A_30015424150000,2016,MAY,7914
A_30015424150000,2016,JUN,7200
A_30015424150000,2016,JUL,6354
A_30015424150000,2016,AUG,5243
A_30015424150000,2016,SEP,5622
A_30015424150000,2016,OCT,5081
A_30015424150000,2016,NOV,4852
A_30015424150000,2016,DEC,4955
A_30015424150000,2017,JAN,3864
A_30015424150000,2017,FEB,2683
A_30015424150000,2017,MAR,1975
A_30015424150000,2017,APR,2425
A_30015424150000,2017,MAY,2857
A_30015424150000,2017,JUN,2265
A_30015424150000,2017,JUL,2357
A_30015424150000,2017,AUG,2596
A_30015424150000,2017,SEP,2687
A_30015424150000,2017,OCT,2931
A_30015424150000,2017,NOV,2184
A_30015424150000,2017,DEC,1964
A_30015424150000,2018,JAN,1887
A_30015424150000,2018,FEB,2195
A_30015424150000,2018,MAR,2439
A_30015424150000,2018,APR,2439
A_30015424150000,2018,MAY,2343
A_30015424180000,2015,MAY,27397
A_30015424180000,2015,JUN,17587
A_30015424180000,2015,JUL,8828
A_30015424180000,2015,AUG,10728
A_30015424180000,2015,SEP,7024
A_30015424180000,2015,OCT,6000
A_30015424180000,2015,NOV,5214
A_30015424180000,2015,DEC,3033
A_30015424180000,2016,JAN,5054
A_30015424180000,2016,FEB,4320
A_30015424180000,2016,MAR,3138
A_30015424180000,2016,APR,3226
A_30015424180000,2016,MAY,3010
A_30015424180000,2016,JUN,2744
A_30015424180000,2016,JUL,2639
A_30015424180000,2016,AUG,2364
A_30015424180000,2016,SEP,2086
A_30015424180000,2016,OCT,2137
A_30015424180000,2016,NOV,1977
A_30015424180000,2016,DEC,2031
A_30015424180000,2017,JAN,1447
A_30015424180000,2017,FEB,1628
A_30015424180000,2017,MAR,1738
A_30015424180000,2017,APR,1510
A_30015424180000,2017,MAY,1635
A_30015424180000,2017,JUN,1325
A_30015424180000,2017,JUL,1358
A_30015424180000,2017,AUG,1156
A_30015424180000,2017,SEP,1223
A_30015424180000,2017,OCT,1317
A_30015424180000,2017,NOV,1084
A_30015424180000,2017,DEC,1034
A_30015424180000,2018,JAN,949
A_30015424180000,2018,FEB,1124
A_30015424180000,2018,MAR,1144
A_30015424180000,2018,APR,1121
A_30015424180000,2018,MAY,1130
A_30015424260000,2015,MAR,425
A_30015424260000,2015,APR,16325
A_30015424260000,2015,MAY,24274
A_30015424260000,2015,JUN,19354
A_30015424260000,2015,JUL,13587
A_30015424260000,2015,AUG,11125
A_30015424260000,2015,SEP,9363
A_30015424260000,2015,OCT,7816
A_30015424260000,2015,NOV,6666
A_30015424260000,2015,DEC,5209
A_30015424260000,2016,JAN,5912
A_30015424260000,2016,FEB,880
A_30015424260000,2016,MAR,5375
A_30015424260000,2016,APR,2630
A_30015424260000,2016,MAY,2320
A_30015424260000,2016,JUN,2438
A_30015424260000,2016,JUL,2884
A_30015424260000,2016,AUG,3086
A_30015424260000,2016,SEP,2882
A_30015424260000,2016,OCT,1597
A_30015424260000,2016,NOV,942
A_30015424260000,2016,DEC,1075
A_30015424260000,2017,JAN,2575
A_30015424260000,2017,FEB,2606
A_30015424260000,2017,MAR,2277
A_30015424260000,2017,APR,1919
A_30015424260000,2017,MAY,1789
A_30015424260000,2017,JUN,1650
A_30015424260000,2017,JUL,1575
A_30015424260000,2017,AUG,1625
A_30015424260000,2017,SEP,1487
A_30015424260000,2017,OCT,1307
A_30015424260000,2017,NOV,1433
A_30015424260000,2017,DEC,1459
A_30015424260000,2018,JAN,1124
A_30015424260000,2018,FEB,1189
A_30015424260000,2018,MAR,1252
A_30015424260000,2018,APR,1252
A_30015424260000,2018,MAY,1213
A_30015424270000,2016,FEB,15241
A_30015424270000,2016,MAR,16486
A_30015424270000,2016,APR,17985
A_30015424270000,2016,MAY,17750
A_30015424270000,2016,JUN,17521
A_30015424270000,2016,JUL,14467
A_30015424270000,2016,AUG,15313
A_30015424270000,2016,SEP,11021
A_30015424270000,2016,OCT,12496
A_30015424270000,2016,NOV,10468
A_30015424270000,2016,DEC,10279
A_30015424270000,2017,JAN,8072
A_30015424270000,2017,FEB,6024
A_30015424270000,2017,MAR,8514
A_30015424270000,2017,APR,8519
A_30015424270000,2017,MAY,8917
A_30015424270000,2017,JUN,7579
A_30015424270000,2017,JUL,7540
A_30015424270000,2017,AUG,6853
A_30015424270000,2017,SEP,6371
A_30015424270000,2017,OCT,5936
A_30015424270000,2017,NOV,3739
A_30015424270000,2017,DEC,4971
A_30015424270000,2018,JAN,4353
A_30015424270000,2018,FEB,4943
A_30015424270000,2018,MAR,4598
A_30015424270000,2018,APR,4612
A_30015424270000,2018,MAY,4204
A_30015424280000,2016,FEB,15605
A_30015424280000,2016,MAR,14276
A_30015424280000,2016,APR,10500
A_30015424280000,2016,MAY,15239
A_30015424280000,2016,JUN,9824
A_30015424280000,2016,JUL,7420
A_30015424280000,2016,AUG,5950
A_30015424280000,2016,SEP,6187
A_30015424280000,2016,OCT,3948
A_30015424280000,2016,NOV,4548
A_30015424280000,2016,DEC,4325
A_30015424280000,2017,JAN,3495
A_30015424280000,2017,FEB,3235
A_30015424280000,2017,MAR,2896
A_30015424280000,2017,APR,385
A_30015424280000,2017,MAY,3652
A_30015424280000,2017,JUN,3055
A_30015424280000,2017,JUL,3113
A_30015424280000,2017,AUG,2584
A_30015424280000,2017,SEP,2621
A_30015424280000,2017,OCT,2673
A_30015424280000,2017,NOV,2028
A_30015424280000,2017,DEC,2400
A_30015424280000,2018,JAN,1946
A_30015424280000,2018,FEB,2189
A_30015424280000,2018,MAR,2665
A_30015424280000,2018,APR,1460
A_30015424280000,2018,MAY,3824
A_30015424320000,2015,MAR,12442
A_30015424320000,2015,APR,11524
A_30015424320000,2015,MAY,7490
A_30015424320000,2015,JUN,5674
A_30015424320000,2015,JUL,4802
A_30015424320000,2015,AUG,4114
A_30015424320000,2015,SEP,3538
A_30015424320000,2015,OCT,3496
A_30015424320000,2015,NOV,2733
A_30015424320000,2015,DEC,2810
A_30015424320000,2016,JAN,3015
A_30015424320000,2016,FEB,1837
A_30015424320000,2016,MAR,1658
A_30015424320000,2016,APR,1209
A_30015424320000,2016,MAY,1630
A_30015424320000,2016,JUN,1462
A_30015424320000,2016,JUL,1471
A_30015424320000,2016,AUG,1328
A_30015424320000,2016,SEP,1192
A_30015424320000,2016,OCT,1303
A_30015424320000,2016,NOV,1127
A_30015424320000,2016,DEC,941
A_30015424320000,2017,JAN,1208
A_30015424320000,2017,FEB,1051
A_30015424320000,2017,MAR,1195
A_30015424320000,2017,APR,1166
A_30015424320000,2017,MAY,1203
A_30015424320000,2017,JUN,1138
A_30015424320000,2017,JUL,1170
A_30015424320000,2017,AUG,1093
A_30015424320000,2017,SEP,1027
A_30015424320000,2017,OCT,1109
A_30015424320000,2017,NOV,1047
A_30015424320000,2017,DEC,934
A_30015424320000,2018,JAN,1005
A_30015424320000,2018,FEB,791
A_30015424320000,2018,MAR,922
A_30015424320000,2018,APR,935
A_30015424320000,2018,MAY,1094
A_30015424350000,2015,FEB,1610
A_30015424350000,2015,MAR,7207
A_30015424350000,2015,APR,3431
A_30015424350000,2015,MAY,4447
A_30015424350000,2015,JUN,2640
A_30015424350000,2015,JUL,2706
A_30015424350000,2015,AUG,3811
A_30015424350000,2015,SEP,1938
A_30015424350000,2015,OCT,1964
A_30015424350000,2015,NOV,879
A_30015424350000,2015,DEC,751
A_30015424350000,2016,JAN,2180
A_30015424350000,2016,FEB,870
A_30015424350000,2016,MAR,1922
A_30015424350000,2016,APR,1187
A_30015424350000,2016,MAY,1083
A_30015424350000,2016,JUN,875
A_30015424350000,2016,JUL,1056
A_30015424350000,2016,AUG,955
A_30015424350000,2016,SEP,362
A_30015424350000,2016,OCT,339
A_30015424350000,2016,NOV,1213
A_30015424350000,2016,DEC,830
A_30015424350000,2017,JAN,748
A_30015424350000,2017,FEB,0
A_30015424350000,2017,MAR,889
A_30015424350000,2017,APR,1081
A_30015424350000,2017,MAY,919
A_30015424350000,2017,JUN,726
A_30015424350000,2017,JUL,342
A_30015424350000,2017,AUG,30
A_30015424350000,2017,SEP,986
A_30015424350000,2017,OCT,882
A_30015424350000,2017,NOV,937
A_30015424350000,2017,DEC,228
A_30015424350000,2018,JAN,121
A_30015424350000,2018,FEB,134
A_30015424350000,2018,MAR,323
A_30015424350000,2018,APR,223
A_30015424350000,2018,MAY,94
A_30015424360000,2015,FEB,2497
A_30015424360000,2015,MAR,8769
A_30015424360000,2015,APR,6847
A_30015424360000,2015,MAY,5586
A_30015424360000,2015,JUN,1611
A_30015424360000,2015,JUL,2234
A_30015424360000,2015,AUG,3538
A_30015424360000,2015,SEP,2867
A_30015424360000,2015,OCT,2299
A_30015424360000,2015,NOV,1994
A_30015424360000,2015,DEC,1147
A_30015424360000,2016,JAN,707
A_30015424360000,2016,FEB,1517
A_30015424360000,2016,MAR,509
A_30015424360000,2016,APR,598
A_30015424360000,2016,MAY,499
A_30015424360000,2016,JUN,528
A_30015424360000,2016,JUL,308
A_30015424360000,2016,AUG,792
A_30015424360000,2016,SEP,640
A_30015424360000,2016,OCT,747
A_30015424360000,2016,NOV,981
A_30015424360000,2016,DEC,1169
A_30015424360000,2017,JAN,1052
A_30015424360000,2017,FEB,0
A_30015424360000,2017,MAR,469
A_30015424360000,2017,APR,321
A_30015424360000,2017,MAY,281
A_30015424360000,2017,JUN,153
A_30015424360000,2017,JUL,653
A_30015424360000,2017,AUG,1101
A_30015424360000,2017,SEP,546
A_30015424360000,2017,OCT,139
A_30015424360000,2017,NOV,1141
A_30015424360000,2017,DEC,515
A_30015424360000,2018,JAN,167
A_30015424360000,2018,FEB,152
A_30015424360000,2018,MAR,349
A_30015424360000,2018,APR,379
A_30015424360000,2018,MAY,503
A_30015424390000,2016,MAR,0
A_30015424390000,2016,APR,11602
A_30015424390000,2016,MAY,18119
A_30015424390000,2016,JUN,10890
A_30015424390000,2016,JUL,7190
A_30015424390000,2016,AUG,7782
A_30015424390000,2016,SEP,5061
A_30015424390000,2016,OCT,5705
